Waf: Entering directory `/home/anon/tarball/ns-allinone-3.35/ns-3.35/build'
Waf: Leaving directory `/home/anon/tarball/ns-allinone-3.35/ns-3.35/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.558s)
12.1072 0.000944138 2282 2407
12.1682 0.0610733 2407 2526
12.1692 0.000944138 2526 2639
12.2302 0.0610743 2639 2747
12.2312 0.000943184 2747 2851
12.2932 0.0620184 2851 2951
12.3548 0.0615454 2951 3048
12.4163 0.0615454 3048 3142
12.5385 0.122167 3142 2144
12.5389 0.000472069 2144 1681
12.5394 0.000491142 1681 1608
12.6014 0.0620174 1608 1681
12.6014 0 1681 1851
12.6635 0.0620174 1851 2006
12.725 0.0615454 2006 2149
12.7866 0.0615463 2149 2282
12.7875 0.000943184 2282 2407
12.8486 0.0610743 2407 2526
12.9106 0.0620365 2526 1608
12.9722 0.0615454 1608 1681
13.0332 0.0610933 1681 1851
13.0948 0.0615454 1851 2006
13.1563 0.0615454 2006 2149
13.2179 0.0615454 2149 2282
13.2799 0.0620375 2282 1608
13.3415 0.0615644 1608 1681
13.4026 0.0611124 1681 1608
13.4031 0.000472069 1608 1072
13.4646 0.0615454 1072 1681
13.4646 0 1681 1851
13.5877 0.12313 1851 1072
13.6493 0.0615454 1072 1315
13.7108 0.0615454 1315 1533
13.7729 0.0620174 1533 1720
13.8974 0.124546 1720 1072
13.9589 0.0615454 1072 1184
14.0205 0.0615644 1184 1426
14.0825 0.0620184 1426 1627
14.1445 0.0620174 1627 1803
14.2061 0.0615454 1803 1962
14.2676 0.0615454 1962 2108
14.3292 0.0615454 2108 2244
14.3907 0.0615463 2244 2372
14.3917 0.000944138 2372 2493
14.4537 0.0620365 2493 1608
14.5143 0.0606203 1608 1184
14.5148 0.000472069 1184 1072
14.5153 0.000452995 1072 1184
14.5768 0.0615644 1184 1426
14.6388 0.0620184 1426 1627
14.7009 0.0620174 1627 1803
14.824 0.12313 1803 1072
14.8855 0.0615454 1072 1184
14.9471 0.0615454 1184 1426
15.0091 0.0620174 1426 1627
15.0711 0.0620174 1627 1803
15.1327 0.0615463 1803 1962
15.1942 0.0615454 1962 2108
15.3183 0.124073 2108 1072
15.3798 0.0615463 1072 1184
15.4414 0.0615644 1184 1426
15.5034 0.0620174 1426 1627
15.5654 0.0620174 1627 1803
15.627 0.0615463 1803 1962
15.6885 0.0615454 1962 2108
15.7501 0.0615454 2108 2244
15.8116 0.0615454 2244 2372
15.8125 0.000944138 2372 2493
